"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time","Total Average Content Size"
"1594200756","0","","Aggregated",0.00,0.00,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,0,0,0,0,0
"1594200758","15","","Aggregated",0.00,0.00,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,0,0,0,0,0
"1594200760","15","","Aggregated",0.00,0.00,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,0,0,0,0,0
"1594200762","15","","Aggregated",0.00,0.00,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,0,0,0,0,0
"1594200764","15","","Aggregated",0.00,0.00,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,1,0,6286,6286,6286,6286,143790
"1594200766","15","","Aggregated",0.12,0.00,7900,8400,8500,8900,9400,9400,9400,9400,9400,9400,9400,9400,9,0,7900,8089,6286,9395,131608
"1594200768","15","","Aggregated",0.12,0.00,8900,9400,9700,10000,10000,10000,10000,10000,10000,10000,10000,10000,15,0,8900,8822,6286,10422,146852
"1594200770","15","","Aggregated",0.12,0.00,9300,9400,9700,10000,10000,10000,10000,10000,10000,10000,10000,10000,15,0,8900,8822,6286,10422,146852
"1594200772","26","","Aggregated",1.50,0.00,8900,9400,9700,10000,10000,10000,10000,10000,10000,10000,10000,10000,16,0,8500,8323,837,10422,149159
"1594200774","30","","Aggregated",1.60,0.00,9300,9400,9700,10000,10000,10000,10000,10000,10000,10000,10000,10000,17,0,8500,7994,837,10422,152005
"1594200776","30","","Aggregated",1.60,0.00,9300,9700,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,19,0,8400,7546,837,10422,152505
"1594200778","30","","Aggregated",1.50,0.00,3100,3100,4500,4500,5900,5900,5900,5900,5900,5900,5900,5900,21,0,7900,7253,837,10422,150173
"1594200780","30","","Aggregated",0.50,0.00,4500,5900,6700,7100,8500,8500,8500,8500,8500,8500,8500,8500,24,0,7900,7279,837,10422,150553
"1594200782","30","","Aggregated",0.90,0.00,8200,8600,8700,8700,9500,9600,9600,9600,9600,9600,9600,9600,32,0,8400,7597,837,10422,149646
"1594200784","30","","Aggregated",1.00,0.00,8600,9500,9600,11000,11000,11000,12000,12000,12000,12000,12000,12000,41,0,8600,8035,837,11592,149048
"1594200786","31","","Aggregated",1.50,0.00,8600,9500,9600,10000,11000,11000,12000,12000,12000,12000,12000,12000,46,0,8500,7832,837,11592,146032
"1594200788","45","","Aggregated",2.40,0.00,8700,9500,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,47,0,8500,7670,178,11592,146433
"1594200790","45","","Aggregated",2.40,0.00,8900,9500,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,47,0,8500,7670,178,11592,146433
"1594200792","45","","Aggregated",2.40,0.00,7600,9500,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,49,0,8400,7579,178,11592,146307
"1594200794","45","","Aggregated",2.10,0.00,5700,6700,7100,7200,10000,10000,10000,10000,10000,10000,10000,10000,51,0,8200,7427,178,11592,149112
