Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,99.999%,100%
POST,/,15926,2041,350.0,1640.0570577672718,1.6770362854003906,17294.147729873657,66117.77941730504,26.569124113704078,3.4049718897444445,350,1200,2200,2700,4700,7200,12000,15000,16000,17000,17000,17000
,Aggregated,15926,2041,350.0,1640.0570577672718,1.6770362854003906,17294.147729873657,66117.77941730504,26.569124113704078,3.4049718897444445,350,1200,2200,2700,4700,7200,12000,15000,16000,17000,17000,17000
