Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,99.999%,100%
POST,/,18192,54,20,203.51710629861608,6.236076354980469,10696.89393043518,30354.350813544414,30.25596838439233,0.08980993253942314,20,31,46,68,220,590,3200,4800,9100,9600,11000,11000
,Aggregated,18192,54,20,203.51710629861608,6.236076354980469,10696.89393043518,30354.350813544414,30.25596838439233,0.08980993253942314,20,31,46,68,220,590,3200,4800,9100,9600,11000,11000
