"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time","Total Average Content Size"
"1594123696","0","","Aggregated",0.00,0.00,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",0,0,0,0,0,0,0
"1594123698","15","","Aggregated",0.00,0.00,740,740,800,800,890,890,890,890,890,890,890,890,6,0,710,728,549,885,29839
"1594123700","15","","Aggregated",0.00,0.00,800,890,2300,2300,2600,2600,2600,2600,2600,2600,2600,2600,9,0,800,1290,549,2606,31111
"1594123702","15","","Aggregated",2.25,0.00,2300,3400,4400,4400,4700,4700,4700,4700,4700,4700,4700,4700,15,0,2300,2455,549,4738,30575
"1594123704","15","","Aggregated",2.25,0.00,2300,3400,4400,4400,4700,4700,4700,4700,4700,4700,4700,4700,16,0,2300,2313,190,4738,30334
"1594123706","15","","Aggregated",2.29,0.00,2300,3400,3500,4400,4700,4700,4700,4700,4700,4700,4700,4700,17,0,2300,2187,155,4738,30464
"1594123708","15","","Aggregated",1.78,0.00,2600,3500,4400,4400,4700,4700,4700,4700,4700,4700,4700,4700,20,0,800,1885,145,4738,31723
"1594123710","15","","Aggregated",1.80,0.00,200,3500,4400,4400,4700,4700,4700,4700,4700,4700,4700,4700,23,0,740,1660,135,4738,31550
"1594123712","27","","Aggregated",1.40,0.00,200,270,310,440,480,4400,4700,4700,4700,4700,4700,4700,35,0,440,1182,23,4738,30407
"1594123714","30","","Aggregated",1.30,0.00,280,480,660,670,790,830,840,840,840,840,840,840,46,0,560,1058,23,4738,30159
"1594123716","30","","Aggregated",3.00,0.00,310,600,660,670,770,830,840,840,840,840,840,840,50,0,560,1008,23,4738,30278
"1594123718","30","","Aggregated",3.20,0.00,310,600,660,670,770,830,840,840,840,840,840,840,52,0,550,975,23,4738,30510
"1594123720","30","","Aggregated",3.20,0.00,280,560,660,670,770,830,840,840,840,840,840,840,56,0,470,919,23,4738,30678
"1594123722","30","","Aggregated",3.20,0.00,230,560,660,660,790,830,840,840,840,840,840,840,65,0,280,815,19,4738,30508
"1594123724","30","","Aggregated",3.30,0.00,160,200,220,220,250,250,290,290,290,290,290,290,69,0,250,775,15,4738,30193
"1594123726","33","","Aggregated",2.30,0.00,180,210,230,250,870,890,960,960,960,960,960,960,75,0,250,752,15,4738,30049
"1594123728","45","","Aggregated",2.30,0.00,290,660,870,960,1100,1200,1300,1300,1300,1300,1300,1300,98,0,480,747,15,4738,30638
"1594123730","45","","Aggregated",3.60,0.00,290,660,870,960,1100,1200,1300,1300,1300,1300,1300,1300,101,0,470,725,10,4738,30499
"1594123732","45","","Aggregated",4.40,0.00,510,860,930,1000,1100,1300,1300,1300,1300,1300,1300,1300,105,0,310,703,10,4738,30445
"1594123734","45","","Aggregated",4.00,0.00,270,620,860,960,1100,1200,1300,1300,1300,1300,1300,1300,115,0,270,656,8,4738,30892
"1594123736","45","","Aggregated",3.90,0.00,260,510,660,860,1100,1200,1300,1300,1300,1300,1300,1300,125,0,260,620,8,4738,30789
"1594123738","45","","Aggregated",5.30,0.00,150,180,220,260,280,280,330,330,330,330,330,330,133,0,230,591,8,4738,30850
"1594123740","45","","Aggregated",4.20,0.00,150,180,190,230,280,280,330,330,330,330,330,330,140,0,220,567,8,4738,30887
"1594123742","58","","Aggregated",3.90,0.00,170,230,280,280,430,560,600,600,600,600,600,600,165,0,220,519,8,4738,30662
"1594123744","60","","Aggregated",4.20,0.00,180,260,280,300,430,560,600,600,600,600,600,600,178,0,220,495,8,4738,30725
